name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Anthony Davis","New Orleans Pelicans",2018-01-22,2017,6583,1610612740,400975438,4,0,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",2,9,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-10,2017,3442,1610612746,400974923,4,4,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",5,3,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-25,2017,6583,1610612740,400975639,1,8,45,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Milwaukee Bucks",2,11,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-11-29,2017,6430,1610612750,400975060,2,3,46,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"New Orleans Pelicans",12,8,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-03,2017,3202,1610612744,400975086,2,1,58,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Miami Heat",-12,1,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-10-26,2017,3442,1610612746,400974819,2,3,45,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Portland Trail Blazers",2,22,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-25,2017,1966,1610612739,400975840,4,5,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",-7,4,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-29,2017,3442,1610612746,400975275,3,6,10,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Los Angeles Lakers",16,24,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-11-30,2017,3213,1610612738,400975065,2,0,42,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Philadelphia 76ers",8,24,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-10-18,2017,4237,1610612764,400974439,4,5,29,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Philadelphia 76ers",6,11,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-05,2017,3442,1610612746,400975542,1,2,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",1,5,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-12-20,2017,6430,1610612750,400975213,1,7,08,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Denver Nuggets",-4,17,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-12-16,2017,1975,1610612760,400975182,2,4,24,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"New York Knicks",0,15,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-12-04,2017,3213,1610612738,400975094,4,5,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,3,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-28,2017,6583,1610612740,400975666,2,2,37,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"San Antonio Spurs",9,8,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2018-02-11,2017,3213,1610612738,400975581,2,8,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",-2,4,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-04-05,2017,3442,1610612746,400975925,3,7,32,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Utah Jazz",-11,23,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-04,2017,3202,1610612744,400975097,3,11,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",-2,-4,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-10-27,2017,6430,1610612750,400974825,1,8,08,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",7,15,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-28,2017,3202,1610612744,400975663,1,0,45,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Washington Wizards",0,26,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-20,2017,3442,1610612746,400974996,2,1,02,0,"Alley Oop Dunk Shot","2PT Field Goal",2,"New York Knicks",9,21,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-17,2017,1966,1610612739,400975785,1,8,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",4,1,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-29,2017,3442,1610612746,400975275,2,7,12,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Los Angeles Lakers",-7,20,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-12-02,2017,3213,1610612738,400975077,3,9,19,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Phoenix Suns",1,10,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-28,2017,3442,1610612746,400975667,1,3,43,0,"Alley Oop Dunk Shot","2PT Field Goal",3,"Houston Rockets",5,30,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-27,2017,6583,1610612740,400975858,2,6,21,1,"Alley Oop Dunk Shot","2PT Field Goal",5,"Portland Trail Blazers",-31,51,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-22,2017,6583,1610612740,400975223,2,0,30,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Orlando Magic",3,12,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-12-21,2017,1966,1610612739,400975217,1,11,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",3,0,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-12-04,2017,3213,1610612738,400975094,4,5,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",2,6,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-12-02,2017,3213,1610612738,400975077,3,5,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",-6,2,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-12-31,2017,0,1610612738,0,4,9,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",-7,5,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-13,2017,6583,1610612740,400974946,3,3,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",-1,7,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-25,2017,3202,1610612744,400974814,1,8,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",8,1,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2018-03-18,2017,3213,1610612738,400975793,3,1,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,-5,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-16,2017,6583,1610612740,400975396,1,9,08,1,"Alley Oop Dunk Shot","2PT Field Goal",3,"Boston Celtics",18,25,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-05,2017,3442,1610612746,400975542,1,6,59,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Dallas Mavericks",7,10,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-12-27,2017,1975,1610612760,400975258,1,8,37,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",2,0,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-29,2017,6583,1610612740,400975060,1,4,37,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",-3,5,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-16,2017,6583,1610612740,400975396,1,4,02,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Boston Celtics",-8,11,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-01-24,2017,3442,1610612746,400975455,1,5,00,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Boston Celtics",4,11,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-04-07,2017,6583,1610612740,400975941,3,1,09,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Golden State Warriors",-6,22,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-05,2017,3442,1610612746,400975542,1,4,54,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",-6,4,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-01-02,2017,3442,1610612746,400975299,1,1,34,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Memphis Grizzlies",1,11,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2018-01-01,2017,6430,1610612750,400975294,1,9,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,5,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-12,2017,3442,1610612746,400975589,1,3,44,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Brooklyn Nets",6,13,0,0.00,,0.00,0.00
"Blake Griffin","Detroit Pistons",2018-03-20,2017,3989,1610612765,400975809,3,1,01,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",-2,2,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-27,2017,6583,1610612740,400975257,4,10,06,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Brooklyn Nets",-2,10,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-29,2017,6583,1610612740,400975271,2,2,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",-9,-4,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-10-21,2017,3442,1610612746,400974788,2,8,04,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Phoenix Suns",-11,5,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-01-11,2017,3442,1610612746,400975362,2,5,15,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Sacramento Kings",-1,20,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2018-01-03,2017,1975,1610612760,400975311,1,2,41,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Los Angeles Lakers",3,12,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-24,2017,6583,1610612740,400975026,3,11,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",2,7,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-03-30,2017,3442,1610612746,400975883,1,6,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",5,1,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2017-10-30,2017,3136195,1610612750,400974844,2,1,46,1,"Alley Oop Dunk Shot","2PT Field Goal",3,"Miami Heat",20,26,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-04-11,2017,3442,1610612746,400975974,3,11,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,8,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-18,2017,6583,1610612740,400975793,2,1,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",6,0,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2018-04-05,2017,3015,1610612743,400975926,1,4,25,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Minnesota Timberwolves",8,13,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-02,2017,6583,1610612740,400975518,4,6,07,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",-2,13,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-03-30,2017,3442,1610612746,400975883,1,4,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-29,2017,3442,1610612746,400975275,3,2,25,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Los Angeles Lakers",1,20,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-03,2017,3442,1610612746,400975087,4,3,25,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Minnesota Timberwolves",1,14,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-03,2017,6583,1610612740,400975526,4,5,18,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",-2,-2,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-02,2017,6583,1610612740,400975518,2,2,08,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",-6,8,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-10-17,2017,1966,1610612739,400974437,4,2,24,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Boston Celtics",2,16,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-20,2017,6583,1610612740,400974999,3,5,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,-1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-22,2017,6583,1610612740,400975821,4,5,32,1,"Alley Oop Dunk Shot","2PT Field Goal",3,"Los Angeles Lakers",-8,29,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-11-27,2017,3989,1610612746,400975048,4,8,59,0,"Alley Oop Dunk Shot","2PT Field Goal",2,"Los Angeles Lakers",-7,23,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-12-11,2017,3213,1610612738,400975142,2,1,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",-2,1,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-05,2017,3442,1610612746,400974888,1,3,26,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Miami Heat",3,16,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-04-11,2017,6583,1610612740,400975972,4,9,24,1,"Alley Oop Dunk Shot","2PT Field Goal",4,"San Antonio Spurs",-16,41,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-28,2017,3442,1610612746,400975667,4,8,22,1,"Alley Oop Dunk Shot","2PT Field Goal",3,"Houston Rockets",-28,18,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-18,2017,3442,1610612746,400974979,3,10,55,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Charlotte Hornets",11,7,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-22,2017,3442,1610612746,400975226,2,4,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",-3,0,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-04-06,2017,6583,1610612740,400975935,3,0,45,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",-8,-5,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-12,2017,6583,1610612740,400975587,2,3,59,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Detroit Pistons",-5,10,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-03-21,2017,3442,1610612746,0,1,1,06,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Milwaukee Bucks",-4,14,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-23,2017,6583,1610612740,400975625,3,10,09,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Miami Heat",6,10,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-04,2017,6583,1610612740,400975692,2,3,25,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Dallas Mavericks",-9,8,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-01-24,2017,3442,1610612746,400975455,2,3,20,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Boston Celtics",-2,17,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-23,2017,6583,1610612740,400975625,5,1,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,3,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-22,2017,6583,1610612740,400975223,2,1,57,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Orlando Magic",-9,11,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-04-05,2017,3442,1610612746,400975925,1,4,51,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Utah Jazz",-9,13,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-03,2017,3442,1610612746,400975087,2,2,09,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Minnesota Timberwolves",3,17,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-13,2017,3442,1610612746,400975156,4,5,16,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Orlando Magic",-3,22,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-10,2017,6583,1610612740,400975140,2,5,58,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Philadelphia 76ers",-13,10,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-22,2017,6583,1610612740,400975223,1,6,00,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Orlando Magic",6,10,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-22,2017,6583,1610612740,400975438,3,6,00,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Chicago Bulls",3,10,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-10,2017,6583,1610612740,400975572,2,2,12,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Brooklyn Nets",-5,9,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-02,2017,6583,1610612740,400975518,2,6,39,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",-3,18,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2018-04-09,2017,3136195,1610612750,400975955,4,2,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",-2,7,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-17,2017,6583,1610612740,400975782,3,4,21,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Houston Rockets",-10,6,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-26,2017,6583,1610612740,400975466,2,1,37,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",-1,6,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-20,2017,6583,1610612740,400975423,1,4,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",-5,-5,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-10,2017,3442,1610612746,400975574,4,10,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",-4,9,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-03-16,2017,3442,1610612746,400975778,1,9,45,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",-12,7,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-26,2017,6583,1610612740,400975466,1,6,58,1,"Alley Oop Dunk Shot","2PT Field Goal",3,"Houston Rockets",-14,35,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-10,2017,6583,1610612740,400975572,2,4,06,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Brooklyn Nets",0,14,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-26,2017,6583,1610612740,400975466,1,2,37,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Houston Rockets",-3,17,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-13,2017,3442,1610612746,400975156,1,1,53,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Orlando Magic",-1,18,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-27,2017,1966,1610612739,400975856,3,0,59,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Miami Heat",-10,11,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-23,2017,6583,1610612740,400975625,3,3,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,8,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-04,2017,6583,1610612740,400974884,5,3,25,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Chicago Bulls",6,17,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-20,2017,6583,1610612740,400975807,1,8,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",2,6,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-27,2017,3442,1610612746,400975658,3,11,45,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Denver Nuggets",-7,15,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-10,2017,3442,1610612746,400975574,2,3,42,0,"Alley Oop Dunk Shot","2PT Field Goal",2,"Philadelphia 76ers",-20,4,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-12-10,2017,6583,1610612740,400975140,4,10,09,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Philadelphia 76ers",-8,7,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-10,2017,6583,1610612740,400975572,2,2,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,0,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-09,2017,3442,1610612746,400975126,3,4,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,7,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-10,2017,3202,1610612744,400975577,1,9,27,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"San Antonio Spurs",2,10,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-01-30,2017,3442,1610612746,400975498,2,6,18,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",9,2,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-03-21,2017,3442,1610612746,0,1,5,14,0,"Alley Oop Dunk Shot","2PT Field Goal",2,"Milwaukee Bucks",11,25,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2018-02-14,2017,3442,1610612746,400975604,3,2,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",-2,7,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-10-30,2017,3213,1610612738,400974843,4,7,24,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"San Antonio Spurs",3,12,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-26,2017,6583,1610612740,400975466,1,9,03,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",-6,5,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-20,2017,6583,1610612740,400975807,2,4,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",2,4,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-25,2017,3442,1610612746,400975037,4,5,15,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Sacramento Kings",14,20,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-18,2017,3442,1610612746,400974979,3,6,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",-3,7,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-26,2017,6583,1610612740,400975466,3,8,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",-4,5,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-02,2017,6583,1610612740,400975518,3,7,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",3,-1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-22,2017,6583,1610612740,400975013,2,0,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",-2,0,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-11-10,2017,3442,1610612746,400974923,3,5,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",2,5,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2018-01-10,2017,4237,1610612764,400975351,3,8,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",-1,-5,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-01-27,2017,6475,1610612744,400975474,2,10,02,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",6,-2,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-01-17,2017,6583,1610612740,400975400,4,3,49,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Atlanta Hawks",6,15,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-11-27,2017,2983,1610612759,400975046,3,9,01,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Dallas Mavericks",0,10,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2018-03-16,2017,3468,1610612760,400975778,3,4,37,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",2,-1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-03-20,2017,6583,1610612740,400975807,4,2,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",-3,3,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-11-22,2017,6583,1610612740,400975013,3,0,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",-1,5,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-02-03,2017,3202,1610612744,400975528,2,4,33,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Denver Nuggets",-6,14,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2017-11-01,2017,3213,1610612738,400974860,3,10,38,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Sacramento Kings",7,14,0,0.00,,0.00,0.00
"DeAndre Jordan","LA Clippers",2017-12-22,2017,3442,1610612746,400975226,1,10,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",-3,1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-02-26,2017,6583,1610612740,400975648,2,6,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",2,8,0,0.00,,0.00,0.00
